service_name,category,charging_unit,estimated_units,price_per_unit,materials_cost,complexity_level,urgency,contractor_experience_years,contractor_rating,distance_km,weekend,total_price
Instalação de tomada,Elétrica,hora,5.0,161.89,229.15,baixa,alta,20,4.38,11.2,0,1294.01
Limpeza pós-obra,Limpeza,unidade,4.0,8.43,1.19,média,média,17,5.0,8.7,0,40.26
Montagem de móveis,Marcenaria,unidade,4.0,168.99,198.0,alta,alta,12,4.39,7.4,1,995.27
Dedetização,Dedetização,m2,2.0,224.15,124.23,baixa,alta,8,4.07,8.5,0,711.1
Dedetização,Dedetização,m2,2.0,97.14,15.45,baixa,alta,15,4.92,19.1,0,211.62
Conserto de telhado,Telhados,unidade,6.0,55.72,2459.87,média,alta,12,4.27,12.1,1,3534.22
Limpeza pós-obra,Limpeza,fixo,2.0,5.0,90.38,alta,média,9,5.0,2.2,0,127.54
Conserto de telhado,Telhados,m2,1.0,54.64,5016.86,alta,média,7,4.75,16.1,0,6132.39
Instalação de piso laminado,Pisos,unidade,2.0,65.62,1439.54,baixa,alta,18,4.83,7.5,0,1834.54
Pintura de parede,Pintura,unidade,4.0,36.86,115.78,alta,média,13,4.32,15.4,1,293.86
Pintura de parede,Pintura,m2,3.0,75.57,7.0,baixa,média,9,4.8,11.0,1,248.75
Limpeza pós-obra,Limpeza,fixo,1.0,18.08,57.08,baixa,baixa,13,4.68,6.7,0,80.12
Montagem de móveis,Marcenaria,fixo,2.0,158.32,157.77,alta,baixa,2,4.96,8.7,0,551.01
Instalação de tomada,Elétrica,fixo,3.0,74.82,89.02,baixa,média,0,4.74,12.6,0,381.03
Conserto de telhado,Telhados,hora,4.0,15.04,3625.98,baixa,alta,6,4.37,12.1,0,4159.52
Conserto de torneira,Hidráulica,fixo,2.0,51.43,129.4,média,alta,19,4.46,4.1,0,256.6
Instalação de ar-condicionado,Climatização,m2,4.0,293.7,750.02,média,alta,12,3.68,3.4,1,2297.5
Instalação de piso laminado,Pisos,fixo,3.0,60.37,2194.87,baixa,alta,1,4.93,7.4,1,2514.2
Dedetização,Dedetização,unidade,5.0,72.84,0.0,média,alta,5,4.71,3.3,1,448.14
Limpeza pós-obra,Limpeza,fixo,3.0,59.36,3.47,baixa,média,4,5.0,10.4,0,225.19
Instalação de piso laminado,Pisos,unidade,5.0,52.62,0.0,média,média,11,4.15,8.4,1,282.48
Jardinagem básica,Jardinagem,unidade,2.0,41.74,0.0,baixa,média,2,4.75,10.9,1,91.22
Pintura de parede,Pintura,m2,1.0,37.76,64.74,média,média,0,4.64,10.1,1,105.03
Instalação de tomada,Elétrica,fixo,2.0,120.88,297.67,alta,baixa,5,4.52,7.7,0,598.63
Instalação de tomada,Elétrica,fixo,2.0,82.07,126.39,baixa,média,19,3.44,15.7,0,343.33
Instalação de piso laminado,Pisos,unidade,7.0,64.29,682.98,baixa,alta,14,4.94,3.1,1,1312.32
Conserto de telhado,Telhados,m2,2.0,39.19,1690.43,alta,alta,16,5.0,18.0,0,1987.95
Conserto de telhado,Telhados,hora,3.0,40.2,10457.39,alta,alta,11,4.08,10.0,0,11767.28
Limpeza pós-obra,Limpeza,fixo,3.0,52.28,0.0,baixa,média,0,4.05,7.5,0,177.37
Instalação de piso laminado,Pisos,hora,2.0,57.88,0.0,média,baixa,8,4.39,8.3,0,114.12
Dedetização,Dedetização,unidade,2.0,39.82,81.49,média,baixa,8,3.76,4.5,0,191.51
Instalação de ar-condicionado,Climatização,fixo,3.0,5.0,345.68,média,média,8,5.0,5.1,1,405.54
Instalação de piso laminado,Pisos,unidade,2.0,49.62,1335.35,média,baixa,16,4.69,7.7,1,1712.44
Dedetização,Dedetização,unidade,3.0,80.35,15.77,média,média,15,4.51,20.4,0,276.02
Jardinagem básica,Jardinagem,m2,2.0,106.88,0.0,alta,baixa,10,4.57,8.1,1,237.73
Pintura de parede,Pintura,fixo,2.0,5.0,2.86,alta,baixa,9,4.23,10.7,0,13.74
Pintura de parede,Pintura,unidade,3.0,42.05,60.11,baixa,alta,12,3.97,11.1,0,193.27
Instalação de ar-condicionado,Climatização,hora,3.0,437.71,606.28,baixa,média,14,4.5,3.3,1,2153.21
Instalação de ar-condicionado,Climatização,hora,3.0,67.27,75.33,baixa,baixa,3,3.98,0.1,0,322.09
Pintura de parede,Pintura,m2,3.0,62.63,25.51,baixa,baixa,2,3.81,5.9,1,240.83
Jardinagem básica,Jardinagem,unidade,2.0,89.45,31.1,média,média,18,4.48,0.6,0,212.09
Conserto de telhado,Telhados,hora,2.0,40.48,4171.13,média,baixa,12,4.2,22.5,1,4406.57
Conserto de telhado,Telhados,m2,4.0,26.91,1433.0,média,alta,14,4.0,13.6,1,1816.86
Instalação de piso laminado,Pisos,unidade,5.0,58.44,1277.36,baixa,alta,8,4.93,12.1,0,1657.48
Conserto de telhado,Telhados,hora,7.0,42.91,2043.25,baixa,baixa,3,4.29,21.6,0,2935.02
Limpeza pós-obra,Limpeza,hora,2.0,5.0,49.38,alta,média,13,4.49,5.7,0,67.79
Instalação de piso laminado,Pisos,hora,3.0,60.83,1556.42,alta,média,4,4.73,14.7,1,1881.78
Conserto de telhado,Telhados,fixo,3.0,58.63,2264.89,baixa,alta,9,4.77,12.7,1,2581.73
Instalação de tomada,Elétrica,m2,5.0,133.89,103.1,baixa,alta,9,4.1,4.4,0,938.96
Dedetização,Dedetização,unidade,3.0,46.03,0.0,baixa,baixa,1,4.48,7.6,0,139.47
Dedetização,Dedetização,hora,3.0,144.15,0.0,média,alta,3,5.0,10.0,0,455.06
Montagem de móveis,Marcenaria,hora,4.0,78.77,279.46,baixa,média,14,4.54,9.0,1,716.25
Limpeza pós-obra,Limpeza,m2,1.0,5.0,0.0,baixa,média,16,4.98,9.5,0,4.93
Instalação de tomada,Elétrica,hora,3.0,135.98,48.46,alta,alta,15,5.0,5.7,1,526.1
Instalação de ar-condicionado,Climatização,m2,5.0,229.57,604.17,alta,baixa,9,4.27,5.2,0,1791.58
Limpeza pós-obra,Limpeza,fixo,2.0,97.54,45.99,alta,média,3,3.48,7.8,1,238.38
Dedetização,Dedetização,hora,2.0,95.09,0.0,média,baixa,16,4.02,17.0,0,205.81
Montagem de móveis,Marcenaria,hora,1.0,135.62,39.08,alta,alta,17,4.58,6.4,1,198.3
Jardinagem básica,Jardinagem,fixo,4.0,5.0,21.74,baixa,baixa,9,4.34,16.5,0,46.47
